Afinidad electrÃ³nica,Potencial de IonizaciÃ³n,Electronegatividad,Potencial QuÃ­mico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Intestinal absorption (human),Skin Permeability,P-glycoprotein substrate,P-glycoprotein I inhibitor,P-glycoprotein II inhibitor,VDss (human),Fraction unbound (human),BBB permeability,CNS permeability,CYP2D6 substrate,CYP3A4 substrate,CYP1A2 inhibitior,CYP2C19 inhibitior,CYP2C9 inhibitior,CYP2D6 inhibitior,CYP3A4 inhibitior,Total Clearance,Renal OCT2 substrate,AMES toxicity,Max. tolerated dose (human),hERG I inhibitor,hERG II inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,<i>T.Pyriformis</i> toxicity,Minnow toxicity,Volume,GPCR Ligand,Ion channel modulator,Kinase inhibitor,Nuclear receptor ligand,Protease inhibidor,Enzyme inhibidor
-0.1711,7.6483,3.7386,-3.7386,1.7875,3.9097,0.1279,-7.6483,0.1711,4.1455,0.4069,4.5524,#VALOR!,477.9290,7.4006,10.0000,2.0000,0.0000,195.6140,-6.2460,0.9910,93.2390,-2.7350,Yes,Yes,Yes,0.4140,0.0960,1.2450,-1.3670,No,Yes,No,Yes,No,Yes,No,0.1860,No,Yes,0.1600,Yes,Yes,2.5910,0.3540,No,No,0.2890,1.0500,409.6100,0.0060,-0.0040,-0.0250,0.2650,-0.1470,0.0590
-0.2322,7.5942,3.6810,-3.6810,1.7313,3.9132,0.1278,-7.5942,0.2322,4.0609,0.3799,4.4409,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.1434,7.6893,3.7730,-3.7730,1.8174,3.9164,0.1277,-7.6893,0.1434,4.1934,0.4205,4.6139,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.2230,7.6001,3.6885,-3.6885,1.7391,3.9116,0.1278,-7.6001,0.2230,4.0723,0.3838,4.4561,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.1734,7.6430,3.7348,-3.7348,1.7845,3.9082,0.1279,-7.6430,0.1734,4.1405,0.4057,4.5461,#VALOR!,477.9290,7.4006,10.0000,2.0000,0.0000,195.6140,-6.2460,0.9910,93.2390,-2.7350,Yes,Yes,Yes,0.4140,0.0960,1.2450,-1.3670,No,Yes,No,Yes,No,Yes,No,0.1860,No,Yes,0.1600,Yes,Yes,2.5910,0.3540,No,No,0.2890,1.0500,409.6100,0.0060,-0.0040,-0.0250,0.2650,-0.1470,0.0590
-0.1454,7.6838,3.7692,-3.7692,1.8146,3.9146,0.1277,-7.6838,0.1454,4.1885,0.4193,4.6079,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.1032,7.7261,3.8115,-3.8115,1.8555,3.9147,0.1277,-7.7261,0.1032,4.2506,0.4391,4.6896,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.1452,7.6837,3.7693,-3.7693,1.8147,3.9145,0.1277,-7.6837,0.1452,4.1887,0.4194,4.6081,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.2230,7.6001,3.6885,-3.6885,1.7391,3.9115,0.1278,-7.6001,0.2230,4.0723,0.3838,4.4561,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.1435,7.6893,3.7729,-3.7729,1.8174,3.9164,0.1277,-7.6893,0.1435,4.1934,0.4204,4.6138,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.2230,7.6001,3.6886,-3.6886,1.7391,3.9116,0.1278,-7.6001,0.2230,4.0723,0.3838,4.4561,#VALOR!,477.9290,7.4022,11.0000,2.0000,0.0000,195.6140,-6.3150,0.9810,93.2670,-2.7350,Yes,Yes,Yes,0.2150,0.1050,1.2500,-1.4780,No,Yes,No,Yes,No,Yes,No,0.2030,No,Yes,0.1500,Yes,Yes,2.5920,0.4380,No,No,0.2880,-0.5170,409.8200,-0.0150,-0.0210,-0.0440,0.2720,-0.1560,0.0550
-0.1829,7.6313,3.7242,-3.7242,1.7749,3.9071,0.1280,-7.6313,0.1829,4.1254,0.4012,4.5266,#VALOR!,477.9290,7.4006,10.0000,2.0000,0.0000,195.6140,-6.2460,0.9910,93.2390,-2.7350,Yes,Yes,Yes,0.4140,0.0960,1.2450,-1.3670,No,Yes,No,Yes,No,Yes,No,0.1860,No,Yes,0.1600,Yes,Yes,2.5910,0.3540,No,No,0.2890,1.0500,409.6100,0.0060,-0.0040,-0.0250,0.2650,-0.1470,0.0590
-0.1829,7.6314,3.7242,-3.7242,1.7749,3.9072,0.1280,-7.6314,0.1829,4.1254,0.4012,4.5266,#VALOR!,477.9290,7.4006,10.0000,2.0000,0.0000,195.6140,-6.2460,0.9910,93.2390,-2.7350,Yes,Yes,Yes,0.4140,0.0960,1.2450,-1.3670,No,Yes,No,Yes,No,Yes,No,0.1860,No,Yes,0.1600,Yes,Yes,2.5910,0.3540,No,No,0.2890,1.0500,409.6100,0.0060,-0.0040,-0.0250,0.2650,-0.1470,0.0590
-0.1202,7.7167,3.7982,-3.7982,1.8409,3.9185,0.1276,-7.7167,0.1202,4.2298,0.4315,4.6613,#VALOR!,477.9290,7.4006,10.0000,2.0000,0.0000,195.6140,-6.2460,0.9910,93.2390,-2.7350,Yes,Yes,Yes,0.4140,0.0960,1.2450,-1.3670,No,Yes,No,Yes,No,Yes,No,0.1860,No,Yes,0.1600,Yes,Yes,2.5910,0.3540,No,No,0.2890,1.0500,409.6100,0.0060,-0.0040,-0.0250,0.2650,-0.1470,0.0590
-0.1302,7.6731,3.7714,-3.7714,1.8228,3.9017,0.1282,-7.6731,0.1302,4.1962,0.4248,4.6210,#VALOR!,477.9290,7.4006,9.0000,2.0000,0.0000,195.6140,-6.3750,1.0350,93.3990,-2.7340,Yes,Yes,Yes,0.0780,0.1000,1.2230,-1.3760,No,Yes,No,Yes,No,Yes,No,0.1870,No,Yes,0.2570,No,Yes,2.5830,0.5480,No,No,0.2870,-0.7940,409.6100,0.1250,-0.0880,-0.1280,0.3840,0.0640,0.2600
-0.1805,7.6224,3.7209,-3.7209,1.7744,3.9015,0.1282,-7.6224,0.1805,4.1225,0.4016,4.5241,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.0628,7.7474,3.8423,-3.8423,1.8902,3.9051,0.1280,-7.7474,0.0628,4.2995,0.4572,4.7568,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1805,7.6227,3.7211,-3.7211,1.7745,3.9016,0.1282,-7.6227,0.1805,4.1228,0.4016,4.5244,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1806,7.6225,3.7209,-3.7209,1.7743,3.9016,0.1282,-7.6225,0.1806,4.1225,0.4016,4.5241,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1469,7.6498,3.7514,-3.7514,1.8050,3.8984,0.1283,-7.6498,0.1469,4.1680,0.4166,4.5846,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2682,7.5151,3.6235,-3.6235,1.6869,3.8917,0.1285,-7.5151,0.2682,3.9850,0.3616,4.3466,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2361,7.5551,3.6595,-3.6595,1.7188,3.8956,0.1283,-7.5551,0.2361,4.0355,0.3760,4.4116,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2359,7.5551,3.6596,-3.6596,1.7190,3.8955,0.1284,-7.5551,0.2359,4.0357,0.3761,4.4118,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2306,7.5663,3.6678,-3.6678,1.7254,3.8985,0.1283,-7.5663,0.2306,4.0467,0.3788,4.4255,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2318,7.5528,3.6605,-3.6605,1.7212,3.8923,0.1285,-7.5528,0.2318,4.0380,0.3775,4.4155,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1332,7.6605,3.7637,-3.7637,1.8175,3.8968,0.1283,-7.6605,0.1332,4.1865,0.4228,4.6093,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2317,7.5528,3.6606,-3.6606,1.7213,3.8923,0.1285,-7.5528,0.2317,4.0382,0.3776,4.4157,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1481,7.6492,3.7505,-3.7505,1.8040,3.8987,0.1282,-7.6492,0.1481,4.1666,0.4161,4.5827,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1526,7.6488,3.7481,-3.7481,1.8007,3.9007,0.1282,-7.6488,0.1526,4.1623,0.4143,4.5766,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.0691,7.7405,3.8357,-3.8357,1.8839,3.9048,0.1280,-7.7405,0.0691,4.2899,0.4542,4.7440,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2359,7.5552,3.6596,-3.6596,1.7190,3.8956,0.1284,-7.5552,0.2359,4.0357,0.3761,4.4118,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2304,7.5666,3.6681,-3.6681,1.7256,3.8985,0.1283,-7.5666,0.2304,4.0470,0.3789,4.4259,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2305,7.5664,3.6680,-3.6680,1.7256,3.8984,0.1283,-7.5664,0.2305,4.0469,0.3789,4.4257,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1568,7.6430,3.7431,-3.7431,1.7963,3.8999,0.1282,-7.6430,0.1568,4.1554,0.4123,4.5677,#VALOR!,477.9290,7.4006,9.0000,2.0000,0.0000,195.6140,-6.3750,1.0350,93.3990,-2.7340,Yes,Yes,Yes,0.0780,0.1000,1.2230,-1.3760,No,Yes,No,Yes,No,Yes,No,0.1870,No,Yes,0.2570,No,Yes,2.5830,0.5480,No,No,0.2870,-0.7940,409.6100,0.1250,-0.0880,-0.1280,0.3840,0.0640,0.2600
-0.1656,7.6423,3.7383,-3.7383,1.7899,3.9039,0.1281,-7.6423,0.1656,4.1470,0.4087,4.5557,#VALOR!,477.9290,7.4006,9.0000,2.0000,0.0000,195.6140,-6.3750,1.0350,93.3990,-2.7340,Yes,Yes,Yes,0.0780,0.1000,1.2230,-1.3760,No,Yes,No,Yes,No,Yes,No,0.1870,No,Yes,0.2570,No,Yes,2.5830,0.5480,No,No,0.2870,-0.7940,409.6100,0.1250,-0.0880,-0.1280,0.3840,0.0640,0.2600
-0.2330,7.5726,3.6698,-3.6698,1.7253,3.9028,0.1281,-7.5726,0.2330,4.0481,0.3783,4.4264,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.0916,7.7250,3.8167,-3.8167,1.8636,3.9083,0.1279,-7.7250,0.0916,4.2605,0.4438,4.7043,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2329,7.5727,3.6699,-3.6699,1.7255,3.9028,0.1281,-7.5727,0.2329,4.0483,0.3784,4.4266,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2330,7.5729,3.6700,-3.6700,1.7254,3.9029,0.1281,-7.5729,0.2330,4.0483,0.3783,4.4266,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1673,7.6441,3.7384,-3.7384,1.7891,3.9057,0.1280,-7.6441,0.1673,4.1465,0.4081,4.5546,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2329,7.5728,3.6700,-3.6700,1.7255,3.9029,0.1281,-7.5728,0.2329,4.0484,0.3784,4.4267,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2538,7.5403,3.6432,-3.6432,1.7030,3.8970,0.1283,-7.5403,0.2538,4.0117,0.3685,4.3802,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2806,7.5073,3.6134,-3.6134,1.6765,3.8939,0.1284,-7.5073,0.2806,3.9699,0.3566,4.3265,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1855,7.6257,3.7201,-3.7201,1.7717,3.9056,0.1280,-7.6257,0.1855,4.1199,0.3998,4.5198,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2403,7.5583,3.6590,-3.6590,1.7168,3.8993,0.1282,-7.5583,0.2403,4.0337,0.3747,4.4083,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1618,7.6455,3.7419,-3.7419,1.7934,3.9036,0.1281,-7.6455,0.1618,4.1523,0.4104,4.5627,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2402,7.5583,3.6591,-3.6591,1.7168,3.8993,0.1282,-7.5583,0.2402,4.0338,0.3747,4.4085,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1657,7.6358,3.7351,-3.7351,1.7882,3.9008,0.1282,-7.6358,0.1657,4.1434,0.4083,4.5517,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.1741,7.6241,3.7250,-3.7250,1.7793,3.8991,0.1282,-7.6241,0.1741,4.1292,0.4042,4.5335,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.0828,7.7314,3.8243,-3.8243,1.8716,3.9071,0.1280,-7.7314,0.0828,4.2722,0.4479,4.7201,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
-0.2537,7.5402,3.6433,-3.6433,1.7031,3.8970,0.1283,-7.5402,0.2537,4.0118,0.3685,4.3803,#VALOR!,477.9290,7.4006,11.0000,2.0000,0.0000,195.6140,-6.4380,1.0090,93.3800,-2.7340,Yes,Yes,Yes,0.0150,0.1100,1.2930,-1.5050,No,Yes,No,Yes,No,Yes,No,0.3480,No,Yes,0.2500,Yes,Yes,2.5760,0.5440,No,No,0.2870,-0.8910,410.1700,0.1340,-0.0770,-0.1230,0.4200,-0.0050,0.2020
