Afinidad electrÃ³nica,Potencial de IonizaciÃ³n,Electronegatividad,Potencial QuÃ­mico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Intestinal absorption (human),Skin Permeability,P-glycoprotein substrate,P-glycoprotein I inhibitor,P-glycoprotein II inhibitor,VDss (human),Fraction unbound (human),BBB permeability,CNS permeability,CYP2D6 substrate,CYP3A4 substrate,CYP1A2 inhibitior,CYP2C19 inhibitior,CYP2C9 inhibitior,CYP2D6 inhibitior,CYP3A4 inhibitior,Total Clearance,Renal OCT2 substrate,AMES toxicity,Max. tolerated dose (human),hERG I inhibitor,hERG II inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,<i>T.Pyriformis</i> toxicity,Minnow toxicity,Volume,GPCR Ligand,Ion channel modulator,Kinase inhibitor,Nuclear receptor ligand,Protease inhibidor,Enzyme inhibidor
1.6220,6.0560,3.8390,-3.8390,1.6620,4.4340,0.2255,-6.0560,-1.6220,5.5200,1.6820,7.2020,2.7365,896.9740,-5.8487,9.0000,15.0000,13.0000,355.8390,-2.8590,0.9030,0.0000,-2.7350,Yes,No,No,-0.6980,0.3630,-1.3370,-5.6160,No,No,No,No,No,No,No,0.4220,No,No,0.3300,No,Yes,2.4850,6.3640,Yes,No,0.2850,20.4000,775.9400,0.3610,0.0000,0.1290,-0.0160,0.5360,0.4060
1.5930,5.8880,3.7400,-3.7400,1.6290,4.2950,0.2328,-5.8880,-1.5930,5.3960,1.6550,7.0510,2.9045,912.9730,-6.8763,10.0000,16.0000,14.0000,360.6340,-2.8720,0.1750,0.0000,-2.7350,Yes,No,No,-0.8040,0.3340,-1.5710,-5.9840,No,No,No,No,No,No,No,0.5340,No,No,0.3640,No,Yes,2.4830,6.7390,Yes,No,0.2850,22.3220,784.2000,0.3530,-0.0100,0.1240,-0.0310,0.5160,0.3940
1.0147,5.3332,3.1739,-3.1739,1.1664,4.3184,0.2316,-5.3332,-1.0147,4.1896,1.0157,5.2053,3.4593,846.9170,-4.0449,6.0000,13.0000,12.0000,341.3340,-2.8900,-0.7020,0.0000,-2.7350,Yes,No,No,-1.0780,0.3570,-2.1920,-4.9280,No,No,No,No,No,No,No,0.1180,No,No,0.4150,No,No,2.5160,5.5190,Yes,No,0.2850,12.5850,729.6200,-1.7400,-3.1300,-2.8100,-3.0600,-0.9700,-2.3300
0.9451,5.2981,3.1216,-3.1216,1.1192,4.3530,0.2297,-5.2981,-0.9451,4.0713,0.9498,5.0211,3.4944,830.9180,-3.0173,5.0000,12.0000,11.0000,336.5390,-2.9000,-0.6320,0.0000,-2.7350,Yes,No,No,-0.9630,0.3730,-2.0260,-4.5850,No,No,No,No,No,No,No,-0.0620,No,No,0.5120,No,No,2.5470,5.1280,Yes,No,0.2850,11.2640,721.3600,-1.4800,-3.0000,-2.6100,-2.7500,-0.7500,-2.1100
1.0531,5.2907,3.1719,-3.1719,1.1871,4.2376,0.2360,-5.2907,-1.0531,4.2250,1.0531,5.2781,3.5018,862.9160,-5.0725,7.0000,14.0000,13.0000,346.1280,-2.8850,-0.8590,0.0000,-2.7350,Yes,No,No,-1.1160,0.3230,-2.5730,-5.2300,No,No,No,No,No,No,No,0.2300,No,No,0.3770,No,No,2.4920,5.8790,Yes,No,0.2850,14.2000,737.8700,-2.1400,-3.3600,-3.0900,-3.1600,-1.4400,-2.6300
0.8528,5.1318,2.9923,-2.9923,1.0463,4.2790,0.2337,-5.1318,-0.8528,3.8561,0.8638,4.7199,3.6607,804.8800,-4.7733,5.0000,13.0000,12.0000,324.4420,-2.6900,-0.4620,0.0000,-2.7350,Yes,No,No,-0.8800,0.4200,-2.0970,-5.3410,No,No,No,No,No,No,No,0.2740,No,No,0.3410,No,Yes,2.4670,4.7900,Yes,No,0.2850,10.7880,694.0400,-1.1300,-2.6200,-2.0700,-2.3700,-0.5600,-1.7200
0.8860,5.1459,3.0160,-3.0160,1.0676,4.2599,0.2347,-5.1459,-0.8860,3.9095,0.8935,4.8030,3.6466,788.8810,-3.7457,4.0000,12.0000,11.0000,319.6480,-2.7630,-0.1200,7.2610,-2.7350,Yes,No,No,-0.6920,0.4560,-1.7160,-4.9820,No,No,No,No,No,No,No,0.1620,No,No,0.3790,No,Yes,2.4350,4.4280,Yes,No,0.2850,9.6100,685.7900,-0.9400,-2.3900,-1.8400,-2.1200,-0.3900,-1.5100
1.2944,5.6700,3.4822,-3.4822,1.3856,4.3756,0.2285,-5.6700,-1.2944,4.7859,1.3036,6.0895,3.1225,772.8820,-2.7181,3.0000,11.0000,10.0000,314.8540,-2.8320,-0.0650,13.1150,-2.7350,Yes,No,No,-0.5040,0.4450,-1.5540,-4.6000,No,No,No,No,No,No,No,-0.0180,No,No,0.4510,No,Yes,2.3890,3.9930,No,No,0.2850,8.5290,677.5300,-0.7600,-2.1900,-1.6600,-1.8400,-0.2600,-1.3400
1.2550,5.6303,3.4426,-3.4426,1.3544,4.3753,0.2286,-5.6303,-1.2550,4.7036,1.2609,5.9645,3.1622,756.8830,-1.6889,3.0000,10.0000,9.0000,310.0590,-2.9120,-0.1630,26.1400,-2.7350,Yes,No,No,-0.6140,0.4510,-1.5490,-4.3710,No,No,No,No,No,No,No,-0.2190,No,No,0.5170,No,No,2.3270,3.3340,No,No,0.2850,7.4280,669.4800,-0.6400,-1.9700,-1.5000,-1.6200,-0.1500,-1.1800
1.3679,6.2330,3.8005,-3.8005,1.4844,4.8651,0.2055,-6.2330,-1.3679,5.1731,1.3726,6.5457,2.5595,1416.6400,-3.7300,27.0000,34.0000,18.0000,517.5300,-2.8910,-0.7330,0.0000,-15.6700,Yes,No,No,-0.8410,0.3220,-3.4660,-6.4790,No,No,No,No,No,No,No,-1.0200,No,No,0.4810,No,Yes,2.2660,2.8900,Yes,No,0.2850,4.2070,1309.8500,-3.9300,-3.9900,-4.0100,-4.0000,-3.8800,-3.9400
0.9578,6.2099,3.5839,-3.5839,1.2228,5.2521,0.1904,-6.2099,-0.9578,4.5657,0.9819,5.5476,2.5826,1402.6100,-3.9700,27.0000,34.0000,19.0000,526.3200,-2.8910,-0.7450,0.0000,-15.7100,Yes,No,No,-0.8500,0.3220,-4.8750,-6.5400,No,No,No,No,No,No,No,-0.6680,No,No,0.5240,No,Yes,1.8810,1.3250,Yes,No,0.2850,1.9570,1292.9100,-3.9300,-3.9800,-4.0000,-3.9900,-3.8800,-3.9400
1.2773,6.1394,3.7084,-3.7084,1.4142,4.8621,0.2057,-6.1394,-1.2773,4.9865,1.2781,6.2646,2.6531,1399.6100,-1.8600,26.0000,33.0000,16.0000,491.5100,-2.8910,-0.7700,0.0000,-14.6200,Yes,No,No,-0.7420,0.3170,-4.6680,-6.1240,No,No,No,No,No,No,No,-0.8450,No,No,0.5260,No,Yes,1.8210,1.3060,Yes,No,0.2850,1.6040,1292.3000,-3.9300,-3.9900,-4.0100,-4.0000,-3.8800,-3.9400
1.4942,6.0954,3.7948,-3.7948,1.5648,4.6012,0.2173,-6.0954,-1.4942,5.3146,1.5199,6.8345,2.6971,1385.5800,-2.1100,26.0000,33.0000,17.0000,500.3000,-2.8920,-0.0220,0.0000,-14.6600,Yes,No,No,-0.3360,0.3100,-4.6890,-6.0500,No,No,No,No,No,No,No,-0.6910,No,No,0.5310,No,Yes,1.8080,1.3000,Yes,No,0.2850,1.7160,1275.3500,-3.9300,-3.9900,-4.0100,-4.0000,-3.8800,-3.9300
1.6403,6.0698,3.8550,-3.8550,1.6776,4.4295,0.2258,-6.0698,-1.6403,5.5595,1.7044,7.2639,2.7227,1383.6100,-0.9700,26.0000,32.0000,15.0000,471.9800,-2.8910,-1.2750,0.0000,-13.8500,Yes,No,No,-1.0430,0.2550,-4.5150,-5.9960,No,Yes,No,No,No,No,No,-0.8620,No,No,0.5330,No,Yes,1.7650,1.2850,Yes,No,0.2850,1.3490,1284.6300,-3.9200,-3.9900,-4.0100,-4.0000,-3.8800,-3.9400
1.3361,6.0219,3.6790,-3.6790,1.4442,4.6858,0.2134,-6.0219,-1.3361,5.0208,1.3419,6.3627,2.7706,1369.5800,-1.2200,26.0000,32.0000,16.0000,480.0700,-2.8910,-0.9890,0.0000,-13.9000,Yes,No,No,-1.0590,0.3260,-3.5260,-6.0870,No,Yes,No,No,No,No,No,0.6270,No,No,0.5070,No,Yes,2.5030,5.1050,Yes,No,0.2850,21.1900,1267.6800,-3.9200,-3.9900,-4.0100,-4.0000,-3.8800,-3.9300
0.9587,6.2902,3.6244,-3.6244,1.2320,5.3315,0.1876,-6.2902,-0.9587,4.6093,0.9849,5.5942,2.5023,671.5700,3.6900,3.0000,10.0000,4.0000,145.2700,-5.2890,-0.1540,51.7930,-7.5200,Yes,Yes,Yes,-0.7310,0.2380,-1.2470,-3.2440,No,Yes,No,No,No,No,Yes,-0.4310,No,No,-0.1320,No,No,2.3350,1.8930,Yes,No,0.3240,1.1710,547.2800,0.2300,-0.2200,-0.4000,0.0100,0.3000,0.1900
0.7535,6.3789,3.5662,-3.5662,1.1304,5.6254,0.1778,-6.3789,-0.7535,4.3954,0.8293,5.2247,2.4136,624.5700,3.4200,3.0000,10.0000,4.0000,145.2700,-6.1400,0.0550,60.4360,-7.2100,Yes,Yes,Yes,-0.2390,0.2560,-1.0020,-2.3060,No,Yes,No,No,No,No,Yes,-0.2430,No,No,-0.2290,No,Yes,2.4640,1.4970,Yes,No,0.5540,0.8870,541.1700,0.1700,-0.3600,-0.3900,-0.0900,0.2700,0.1800
0.7799,6.3247,3.5523,-3.5523,1.1379,5.5449,0.1803,-6.3247,-0.7799,4.3985,0.8462,5.2447,2.4678,580.1200,3.2900,3.0000,10.0000,4.0000,145.2700,-6.0900,0.0610,60.7000,-6.9800,Yes,Yes,Yes,-0.2490,0.2610,-0.9940,-2.3290,No,Yes,No,No,No,No,Yes,-0.2680,No,No,-0.2180,No,Yes,2.4680,1.5070,Yes,No,0.5600,1.0330,536.8200,0.2600,-0.2700,-0.3100,-0.0400,0.3200,0.2100
1.3241,6.2567,3.7904,-3.7904,1.4564,4.9326,0.2027,-6.2567,-1.3241,5.1162,1.3528,6.4690,2.5358,657.5500,3.3600,3.0000,10.0000,4.0000,145.2700,-5.9500,0.0500,57.8790,-7.5600,Yes,Yes,Yes,-0.2840,0.2760,-1.0260,-2.4290,No,Yes,No,No,No,No,Yes,-0.1320,No,No,-0.1810,No,Yes,2.3750,1.5050,Yes,No,0.5480,0.8590,530.6900,0.2200,-0.2000,-0.4300,0.0300,0.2800,0.2200
1.0841,6.3422,3.7131,-3.7131,1.3111,5.2581,0.1902,-6.3422,-1.0841,4.8073,1.0942,5.9015,#VALOR!,640.5700,2.4400,4.0000,11.0000,5.0000,165.4900,-5.7890,0.0860,54.5880,-7.6500,Yes,Yes,Yes,-0.3550,0.2820,-1.1940,-2.6210,No,Yes,No,No,No,No,Yes,-0.2750,No,No,-0.1620,No,Yes,2.2840,1.5010,Yes,No,0.4520,0.9020,549.4300,0.2000,-0.3900,-0.3900,-0.0600,0.3100,0.2100
0.8504,6.3038,3.5771,-3.5771,1.1732,5.4534,0.1834,-6.3038,-0.8504,4.4757,0.8986,5.3743,#VALOR!,642.1900,3.7300,3.0000,10.0000,4.0000,145.2700,-6.5230,0.0640,71.2370,-6.8300,Yes,Yes,Yes,0.0070,0.1630,-0.9690,-1.8800,No,Yes,No,No,No,No,Yes,-0.2980,No,No,-0.6410,No,Yes,2.6160,1.0000,Yes,No,0.4090,0.5170,591.6400,0.0400,-0.7300,-0.6600,-0.5000,0.1400,-0.2400
3.0800,4.8100,3.9500,-3.9500,4.4900,1.7300,0.5780,-4.8100,-3.0800,11.0600,7.1100,18.1700,#VALOR!,596.8500,8.6000,10.0000,4.0000,2.0000,74.6000,-7.2350,1.0130,90.4030,-2.8740,Yes,Yes,Yes,1.0960,0.0770,-0.0110,-1.4090,No,Yes,No,No,No,No,Yes,-0.1360,No,No,-0.2130,No,Yes,2.5910,1.2110,No,No,0.5960,-0.9030,612.4100,-0.0900,-0.6200,-0.4500,0.1600,0.0000,-0.0500
2.8900,4.5800,3.7300,-3.7300,4.1100,1.6900,0.5917,-4.5800,-2.8900,10.2000,6.4700,16.6700,#VALOR!,596.8500,8.6000,10.0000,4.0000,2.0000,74.6000,-7.2350,1.0130,90.4030,-2.8740,Yes,Yes,Yes,1.0960,0.0770,-0.0110,-1.4090,No,Yes,No,No,No,No,Yes,-0.1360,No,No,-0.2130,No,Yes,2.5910,1.2110,No,No,0.5960,-0.9030,612.4100,-0.0900,-0.6200,-0.4500,0.1600,0.0000,-0.0500
2.7600,4.6100,3.6800,-3.6800,3.6800,1.8500,0.5405,-4.6100,-2.7600,9.3100,5.6300,14.9400,#VALOR!,552.8900,9.6400,10.0000,1.0000,1.0000,20.2300,-7.8450,1.1070,86.4200,-2.7760,Yes,Yes,Yes,1.5320,0.0140,0.5900,-3.5200,No,Yes,No,No,No,No,No,-0.1710,No,No,0.0360,No,Yes,2.5360,2.0040,Yes,No,0.6490,-1.6770,600.0100,-0.0300,-0.2600,-0.2000,0.4900,0.0200,0.2400
2.5600,4.3700,3.4700,-3.4700,3.3200,1.8100,0.5525,-4.3700,-2.5600,8.4900,5.0200,13.5100,#VALOR!,552.8900,9.6400,10.0000,1.0000,1.0000,20.2300,-7.8450,1.1070,86.4200,-2.7760,Yes,Yes,Yes,1.5320,0.0140,0.5900,-3.5200,No,Yes,No,No,No,No,No,-0.1710,No,No,0.0360,No,Yes,2.5360,2.0040,Yes,No,0.6490,-1.6770,600.0100,-0.0300,-0.2600,-0.2000,0.4900,0.0200,0.2400
2.9600,4.8900,3.9300,-3.9300,4.0000,1.9300,0.5181,-4.8900,-2.9600,10.0800,6.1500,16.2300,#VALOR!,658.9200,8.4900,12.0000,6.0000,2.0000,96.3600,-6.7950,1.6280,85.9450,-2.9110,Yes,Yes,Yes,1.0200,0.0790,-0.3730,-1.6330,No,Yes,No,No,No,No,Yes,0.2710,No,No,-0.4930,No,Yes,2.1470,0.2380,No,No,0.4000,-0.9040,664.8400,-0.4400,-1.0400,-1.0300,-0.2800,-0.0500,-0.3600
2.7800,4.6600,3.7200,-3.7200,3.6700,1.8900,0.5291,-4.6600,-2.7800,9.3200,5.6000,14.9200,#VALOR!,658.9200,8.4900,12.0000,6.0000,2.0000,96.3600,-6.7950,1.6280,85.9450,-2.9110,Yes,Yes,Yes,1.0200,0.0790,-0.3730,-1.6330,No,Yes,No,No,No,No,Yes,0.2710,No,No,-0.4930,No,Yes,2.1470,0.2380,No,No,0.4000,-0.9040,664.8400,-0.4400,-1.0400,-1.0300,-0.2800,-0.0500,-0.3600
2.9900,4.5000,3.7400,-3.7400,4.6300,1.5100,0.6623,-4.5000,-2.9900,11.2300,7.4800,18.7100,#VALOR!,584.8800,9.1700,13.0000,3.0000,3.0000,60.6800,-7.1450,1.0700,89.1600,-2.7910,Yes,Yes,Yes,1.2240,0.0830,0.0600,-1.4740,No,Yes,No,No,No,No,No,-0.1120,No,No,0.1670,No,Yes,2.4670,1.5710,Yes,No,0.6060,-1.3280,620.7200,-0.0500,-0.3800,-0.2400,0.3700,0.0800,0.2100
2.7900,4.2700,3.5300,-3.5300,4.2000,1.4800,0.6757,-4.2700,-2.7900,10.2500,6.7200,16.9700,#VALOR!,584.8800,9.1700,13.0000,3.0000,3.0000,60.6800,-7.1450,1.0700,89.1600,-2.7910,Yes,Yes,Yes,1.2240,0.0830,0.0600,-1.4740,No,Yes,No,No,No,No,No,-0.1120,No,No,0.1670,No,Yes,2.4670,1.5710,Yes,No,0.6060,-1.3280,620.7200,-0.0500,-0.3800,-0.2400,0.3700,0.0800,0.2100
3.0600,4.8600,3.9600,-3.9600,4.3700,1.8000,0.5556,-4.8600,-3.0600,10.8200,6.8600,17.6800,#VALOR!,600.8800,8.3200,12.0000,4.0000,3.0000,77.7500,-6.9750,1.0070,90.6780,-2.8440,Yes,Yes,Yes,1.1430,0.0970,-0.0730,-1.6370,No,Yes,No,No,No,No,Yes,-0.0310,No,No,-0.1420,No,Yes,2.5300,1.2550,No,No,0.5650,-1.0110,624.7100,-0.0700,-0.5400,-0.4800,0.2600,-0.0800,0.1700
2.8700,4.6300,3.7500,-3.7500,4.0100,1.7500,0.5714,-4.6300,-2.8700,10.0100,6.2600,16.2700,#VALOR!,600.8800,8.3200,12.0000,4.0000,3.0000,77.7500,-6.9750,1.0070,90.6780,-2.8440,Yes,Yes,Yes,1.1430,0.0970,-0.0730,-1.6370,No,Yes,No,No,No,No,Yes,-0.0310,No,No,-0.1420,No,Yes,2.5300,1.2550,No,No,0.5650,-1.0110,624.7100,-0.0700,-0.5400,-0.4800,0.2600,-0.0800,0.1700
3.0200,4.9000,3.9600,-3.9600,4.1700,1.8800,0.5319,-4.9000,-3.0200,10.4400,6.4800,16.9200,#VALOR!,781.1700,9.9600,23.0000,5.0000,2.0000,83.8300,-5.1610,0.8660,86.1550,-2.7340,Yes,Yes,Yes,1.4930,0.0560,-0.4520,-1.6530,No,Yes,No,No,No,No,No,0.2090,No,No,0.0420,No,Yes,2.2020,-0.7350,No,No,0.2920,-2.7240,823.0500,-1.7300,-2.8200,-2.7000,-2.0800,-1.2300,-1.8400
2.8300,4.6600,3.7500,-3.7500,3.8300,1.8300,0.5464,-4.6600,-2.8300,9.6500,5.9100,15.5600,#VALOR!,781.1700,9.9600,23.0000,5.0000,2.0000,83.8300,-5.1610,0.8660,86.1550,-2.7340,Yes,Yes,Yes,1.4930,0.0560,-0.4520,-1.6530,No,Yes,No,No,No,No,No,0.2090,No,No,0.0420,No,Yes,2.2020,-0.7350,No,No,0.2920,-2.7240,823.0500,-1.7300,-2.8200,-2.7000,-2.0800,-1.2300,-1.8400
2.7900,4.5800,3.6900,-3.6900,3.7900,1.7900,0.5587,-4.5800,-2.7900,9.5400,5.8600,15.4000,#VALOR!,568.8900,9.3900,10.0000,2.0000,2.0000,40.4600,-7.6620,1.0970,87.8530,-2.8120,Yes,Yes,Yes,1.3890,0.0340,0.3620,-3.5930,No,Yes,No,No,No,No,No,-0.1770,No,No,-0.0670,No,Yes,2.5690,1.7430,Yes,No,0.6510,-1.4220,608.0500,-0.0800,-0.3600,-0.2400,0.3500,0.0100,0.1300
2.5900,4.3500,3.4700,-3.4700,3.4200,1.7600,0.5682,-4.3500,-2.5900,8.6900,5.2300,13.9200,#VALOR!,568.8900,9.3900,10.0000,2.0000,2.0000,40.4600,-7.6620,1.0970,87.8530,-2.8120,Yes,Yes,Yes,1.3890,0.0340,0.3620,-3.5930,No,Yes,No,No,No,No,No,-0.1770,No,No,-0.0670,No,Yes,2.5690,1.7430,Yes,No,0.6510,-1.4220,608.0500,-0.0800,-0.3600,-0.2400,0.3500,0.0100,0.1300
1.9070,5.4520,3.6790,-3.6790,1.9090,3.5450,0.2821,-5.4520,-1.9070,5.8800,2.2000,8.0800,#VALOR!,526.7200,4.6500,11.0000,8.0000,3.0000,103.6700,-5.9400,0.8530,68.9140,-3.0210,Yes,Yes,Yes,0.3530,0.2790,-0.7080,-2.6270,No,Yes,No,No,No,No,Yes,-0.1130,No,No,0.0550,No,Yes,2.5700,1.1800,Yes,No,0.8530,0.4240,525.8700,0.5100,0.0200,0.0100,0.1900,0.6200,0.4300
1.9070,5.5420,3.7240,-3.7240,1.9080,3.6350,0.2751,-5.5420,-1.9070,5.9060,2.1810,8.0870,#VALOR!,512.7000,4.5800,11.0000,8.0000,4.0000,114.5200,-5.8510,0.7220,69.6390,-3.0270,Yes,Yes,Yes,0.3040,0.2850,-0.7410,-2.6490,No,Yes,No,No,No,No,Yes,0.0540,No,No,0.0920,No,Yes,2.5660,1.1460,Yes,No,0.8670,0.4530,508.9200,0.5600,0.1300,0.0400,0.1800,0.6800,0.4500
1.9270,5.4710,3.6990,-3.6990,1.9310,3.5440,0.2822,-5.4710,-1.9270,5.9320,2.2330,8.1650,#VALOR!,498.6700,4.0000,11.0000,8.0000,4.0000,114.5200,-5.5670,0.5980,68.7320,-2.9990,Yes,Yes,Yes,0.3000,0.3130,-0.7740,-2.8400,No,Yes,No,No,No,No,Yes,0.1990,No,No,0.1830,No,Yes,2.5160,1.2130,Yes,No,0.8920,0.5220,492.6900,0.4900,0.1200,0.0600,0.1300,0.5800,0.3500
1.1657,5.4760,3.3209,-3.3209,1.2793,4.3103,0.2320,-5.4760,-1.1657,4.4884,1.1675,5.6559,#VALOR!,918.9840,-5.9202,7.0000,14.0000,13.0000,367.5720,-3.1370,0.6780,17.0320,-2.7350,Yes,Yes,Yes,-1.1890,0.3270,-3.1250,-5.0640,No,Yes,No,No,No,No,No,-0.1490,No,No,0.3020,No,Yes,1.0210,1.5920,Yes,No,0.2850,3.4020,789.1600,0.4130,0.0920,0.1810,-0.0530,0.6230,0.3240
1.3543,5.5987,3.4765,-3.4765,1.4238,4.2444,0.2356,-5.5987,-1.3543,4.8511,1.3746,6.2257,#VALOR!,919.9680,-5.3209,7.0000,14.0000,13.0000,367.0260,-3.1590,0.6530,19.9110,-2.7350,Yes,Yes,Yes,-1.1970,0.3200,-3.1300,-4.9340,No,Yes,No,No,No,No,No,-0.5380,No,No,0.2740,No,Yes,1.0350,1.5480,Yes,No,0.2850,3.2700,785.8900,0.4520,0.1340,0.1320,-0.0030,0.6220,0.3500
1.3856,5.6172,3.5014,-3.5014,1.4486,4.2316,0.2363,-5.6172,-1.3856,4.9124,1.4110,6.3234,#VALOR!,902.9850,-4.8926,6.0000,13.0000,12.0000,362.7770,-3.2220,0.6380,22.5910,-2.7350,Yes,Yes,Yes,-1.1490,0.3170,-2.9460,-4.7100,No,Yes,No,No,No,No,No,-0.1650,No,No,0.1950,No,Yes,1.0810,1.5700,Yes,No,0.2850,3.1600,780.9000,0.4280,0.0870,0.1620,-0.0180,0.6670,0.3400
1.3110,5.5495,3.4303,-3.4303,1.3881,4.2384,0.2359,-5.5495,-1.3110,4.7562,1.3260,6.0822,#VALOR!,903.9690,-4.2933,6.0000,13.0000,12.0000,362.2320,-3.2500,0.6120,25.4700,-2.7350,Yes,Yes,Yes,-1.1520,0.3100,-2.9510,-4.5790,No,Yes,No,No,No,No,No,-0.5540,No,No,0.1620,No,Yes,1.1010,1.5260,Yes,No,0.2850,3.0280,770.6300,0.4680,0.1300,0.1120,0.0330,0.6660,0.3670
1.3129,5.5792,3.4461,-3.4461,1.3918,4.2662,0.2344,-5.5792,-1.3129,4.7732,1.3272,6.1004,#VALOR!,887.9700,-3.2641,6.0000,12.0000,11.0000,357.4370,-3.3610,0.5710,30.9610,-2.7350,Yes,Yes,Yes,-1.0950,0.3010,-2.8010,-4.3240,No,Yes,No,No,No,No,No,-0.5770,No,No,0.0630,No,Yes,1.1660,1.4910,Yes,No,0.2850,2.7370,769.5900,0.4560,0.1430,0.1230,0.0020,0.6490,0.3470
1.4944,5.8959,3.6952,-3.6952,1.5511,4.4014,0.2272,-5.8959,-1.4944,5.2249,1.5297,6.7546,#VALOR!,903.9690,-5.0265,7.0000,13.0000,12.0000,362.2320,-3.2230,0.6570,22.1300,-2.7350,Yes,Yes,Yes,-1.1530,0.3240,-2.9610,-4.8320,No,Yes,No,No,No,No,No,-0.5740,No,No,0.2240,No,Yes,1.0580,1.5830,Yes,No,0.2850,3.1640,770.8700,0.4480,0.1230,0.1040,-0.0580,0.6360,0.3360
1.4588,5.8730,3.6659,-3.6659,1.5222,4.4142,0.2265,-5.8730,-1.4588,5.1533,1.4874,6.6407,#VALOR!,902.9850,-5.6258,7.0000,13.0000,12.0000,362.7770,-3.1960,0.6820,19.2510,-2.7350,Yes,Yes,Yes,-1.1480,0.3300,-2.9550,-4.9620,No,Yes,No,No,No,No,No,-0.1860,No,No,0.2560,No,Yes,1.0390,1.6270,Yes,No,0.2850,3.2960,781.1400,0.4080,0.0800,0.1540,-0.1090,0.6370,0.3090
1.2972,5.5615,3.4293,-3.4293,1.3789,4.2643,0.2345,-5.5615,-1.2972,4.7390,1.3097,6.0487,#VALOR!,886.9860,-3.8634,6.0000,12.0000,11.0000,357.9830,-3.3260,0.5960,28.0820,-2.7350,Yes,Yes,Yes,-1.0980,0.3100,-2.7960,-4.4540,No,Yes,No,No,No,No,No,-0.1880,No,No,0.1010,No,Yes,1.1400,1.5350,Yes,No,0.2850,2.8690,772.8600,0.4160,0.0990,0.1740,-0.0500,0.6500,0.3200
1.3184,5.5547,3.4365,-3.4365,1.3939,4.2363,0.2361,-5.5547,-1.3184,4.7708,1.3343,6.1051,#VALOR!,870.9870,-2.8342,6.0000,11.0000,10.0000,353.1890,-3.4530,0.5550,33.5730,-2.7350,Yes,Yes,Yes,-1.0300,0.3000,-2.6460,-4.1990,No,Yes,No,No,No,No,No,-0.1500,No,No,-0.0060,No,Yes,1.2220,1.5000,Yes,No,0.2850,2.5780,764.8100,0.3690,0.0920,0.1370,-0.0760,0.6080,0.2770
2.3600,5.7100,4.0400,-4.0400,2.4300,3.3500,0.2985,-5.7100,-2.3600,7.0900,3.0500,10.1400,#VALOR!,866.9730,1.2700,7.0000,12.0000,4.0000,364.8550,-3.9640,0.5610,56.8130,-2.7400,Yes,Yes,Yes,-0.4740,0.2290,-1.9540,-3.2460,No,Yes,No,No,No,No,No,-0.1620,No,No,-0.6170,No,Yes,1.7230,1.4530,Yes,No,0.2850,1.4980,782.4100,0.3250,-0.0820,-0.1390,-0.0930,0.4470,0.2190
2.2200,5.5800,3.9000,-3.9000,2.2700,3.3600,0.2976,-5.5800,-2.2200,6.6900,2.7900,9.4800,#VALOR!,852.9460,1.2457,7.0000,12.0000,5.0000,358.2800,-3.9660,0.5260,57.5100,-2.7400,Yes,Yes,Yes,-0.4940,0.2330,-1.9830,-3.2690,No,Yes,No,No,No,No,No,-0.0620,No,No,-0.6060,No,Yes,2.2610,1.4170,Yes,No,0.2850,1.5310,765.4600,0.3380,-0.0750,-0.1180,-0.1130,0.4650,0.2230
2.1500,6.0800,4.1100,-4.1100,2.1500,3.9300,0.2545,-6.0800,-2.1500,6.6100,2.4900,9.1000,#VALOR!,525.6020,2.6594,1.0000,8.0000,2.0000,221.6620,-5.9760,0.0740,68.8730,-3.2440,Yes,Yes,Yes,-0.1390,0.2670,-0.7840,-2.1630,No,Yes,No,No,No,No,No,-0.4120,No,No,-0.4160,No,No,2.5630,1.5140,Yes,No,0.6060,1.3930,485.1200,0.3530,0.2440,-0.3510,0.1760,0.3500,0.4420
1.7400,6.2300,3.9900,-3.9900,1.7700,4.4900,0.2227,-6.2300,-1.7400,5.8200,1.8300,7.6500,#VALOR!,527.6180,2.3917,1.0000,8.0000,2.0000,222.3520,-5.8860,0.0910,67.5350,-3.2470,Yes,Yes,Yes,-0.1450,0.2760,-0.7780,-2.2190,No,Yes,No,No,No,No,No,-0.3890,No,No,-0.4070,No,Yes,2.5250,1.5390,Yes,No,0.6010,1.4370,491.3400,0.4130,0.2290,-0.3210,0.2160,0.2730,0.4610
1.5960,4.8370,3.2161,-3.2161,1.5958,3.2409,0.3086,-4.8370,-1.5960,5.0021,1.7860,6.7881,#VALOR!,374.6130,6.0269,4.0000,3.0000,0.0000,166.8480,-6.5340,1.1520,92.9240,-2.8310,No,Yes,Yes,0.7000,0.0280,0.6370,-2.6730,No,Yes,No,No,No,No,Yes,0.9820,No,No,-0.8710,No,Yes,1.8770,0.3980,No,No,1.1930,-0.2480,400.2000,0.0560,-0.1280,-0.4590,-0.2100,0.1100,-0.0370
