ID,Afinidad electronica,Potencial de ionizacion,Electronegatividad,Potencial quimico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Absorción intestinal (humana),Permeabilidad de la piel,Sustrato de la glicoproteína P,Inhibidor de la P-glicoproteína I ,Inhibidor de la P-glicoproteína II,VDss (humano),Fracción no consolidada (humana),Permeabilidad BBB,Permeabilidad del SNC,Sustrato del CYP2D6,Sustrato del CYP3A4,Inhibidor de CYP1A2,Inhibidor de CYP2C19,Inhibidor de CYP2C9,Inhibidor de CYP2D6,Inhibidor de CYP3A4,Liquidación total,Sustrato renal de OCT2,Toxicidad AMES,Dosis máxima tolerada (humana),Inhibidor de hERG I,Inhibidor de hERG II,Toxicidad aguda oral en ratas (DL50),Toxicidad crónica oral en ratas (LOAEL),Hepatotoxicidad,Sensibilización cutánea,Toxicidad de T. Pyriformis,Toxicidad de los pececillos,Volumen, Ligando GPCR ,Modulador del canal iónico,Inhibidor de quinasa,Ligando del receptor nuclear,Inhibidor de proteasa,Inhibidor de enzima
714,-0.167321407,7.644056816,3.738367704,-3.738367704,1.789107209,3.905689111,0.128018382,-7.644056816,0.167321407,4.146502201,0.408134496,4.554636697,1.148443184,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
715,-0.232868709,7.572844059,3.669987675,-3.669987675,1.725506681,3.902856384,0.128111299,-7.572844059,0.232868709,4.048357567,0.378369892,4.426727459,1.219655941,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
716,-0.253775382,7.540252725,3.643238672,-3.643238672,1.702994631,3.897014053,0.128303361,-7.540252725,0.253775382,4.011740723,0.368502052,4.380242775,1.252247275,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
717,-0.280581529,7.50730492,3.613361696,-3.613361696,1.676498859,3.893943224,0.128404543,-7.50730492,0.280581529,3.969922609,0.356560914,4.326483523,1.28519508,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
718,-0.185515083,7.625680822,3.72008287,-3.72008287,1.771689857,3.905597953,0.12802137,-7.625680822,0.185515083,4.119931036,0.399848166,4.519779202,1.166819178,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
719,-0.240289313,7.55828041,3.658995549,-3.658995549,1.716756906,3.899284861,0.128228641,-7.55828041,0.240289313,4.033665287,0.374669739,4.408335026,1.23421959,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
720,-0.161751193,7.645504473,3.74187664,-3.74187664,1.793413895,3.903627833,0.128085981,-7.645504473,0.161751193,4.152305694,0.410429054,4.562734747,1.146995527,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
721,-0.240199514,7.558340276,3.659070381,-3.659070381,1.716833716,3.899269895,0.128229134,-7.558340276,0.240199514,4.033777644,0.374707263,4.408484907,1.234159724,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
722,-0.1656615,7.635844355,3.735091428,-3.735091428,1.788232712,3.900752927,0.128180382,-7.635844355,0.1656615,4.143372542,0.408281114,4.551653656,1.156655645,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
723,-0.174078048,7.624086222,3.725004087,-3.725004087,1.779348956,3.899082135,0.128235308,-7.624086222,0.174078048,4.129236266,0.404232179,4.533468445,1.168413778,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
724,-0.082785851,7.731433263,3.824323706,-3.824323706,1.871645982,3.907109557,0.12797184,-7.731433263,0.082785851,4.27219653,0.447872824,4.720069354,1.061066737,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
725,-0.253685583,7.540239119,3.643276768,-3.643276768,1.703052841,3.896962351,0.128305063,-7.540239119,0.253685583,4.011811519,0.368534751,4.38034627,1.252260881,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
726,-0.185596718,7.625571976,3.719987629,-3.719987629,1.771605313,3.905584347,0.128021816,-7.625571976,0.185596718,4.119797171,0.399809542,4.519606713,1.166928024,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
727,-0.185618487,7.62555837,3.719969941,-3.719969941,1.771586615,3.905588429,0.128021682,-7.62555837,0.185618487,4.119770139,0.399800198,4.519570337,1.16694163,477.929,7.4006,11,2,0,195.614,-6.438,1.009,93.38,-2.734,1,1,1,0.015,0.11,1.293,-1.505,0,1,0,1,0,1,0,0.348,0,1,0.25,1,1,2.576,0.544,0,0,0.287,-0.891,410.17,0.134,-0.077,-0.123,0.42,-0.005,0.202
728,-0.157234067,7.650573994,3.746669963,-3.746669963,1.797884336,3.903904031,0.128076919,-7.650573994,0.157234067,4.159207322,0.412537359,4.571744681,1.141926006,477.929,7.4006,9,2,0,195.614,-6.375,1.035,93.399,-2.734,1,1,1,0.078,0.1,1.223,-1.376,0,1,0,1,0,1,0,0.187,0,1,0.257,0,1,2.583,0.548,0,0,0.287,-0.794,409.61,0.125,-0.088,-0.128,0.384,0.064,0.26
729,-0.28171081,7.432502953,3.575396071,-3.575396071,1.657130261,3.857106881,0.129630839,-7.432502953,0.28171081,3.926966657,0.351570586,4.278537243,1.359997047,477.929,7.4022,10,2,0,195.614,-6.339,1.019,93.304,-2.735,1,1,1,0.242,0.105,1.238,-1.408,0,1,0,1,0,1,0,0.205,0,1,0.215,1,1,2.605,0.598,0,0,0.288,1.185,409.82,0.112,-0.12,-0.111,0.452,0.062,0.246
730,-0.204337347,7.521288961,3.658475807,-3.658475807,1.732473808,3.862813154,0.129439344,-7.521288961,0.204337347,4.044563356,0.386087549,4.430650905,1.271211039,477.929,7.4022,10,2,0,195.614,-6.339,1.019,93.304,-2.735,1,1,1,0.242,0.105,1.238,-1.408,0,1,0,1,0,1,0,0.205,0,1,0.215,1,1,2.605,0.598,0,0,0.288,1.185,409.82,0.112,-0.12,-0.111,0.452,0.062,0.246
731,-0.281713531,7.432617241,3.575451855,-3.575451855,1.657156835,3.857165386,0.129628872,-7.432617241,0.281713531,3.927028436,0.351576581,4.278605017,1.359882759,477.929,7.4022,10,2,0,195.614,-6.339,1.019,93.304,-2.735,1,1,1,0.242,0.105,1.238,-1.408,0,1,0,1,0,1,0,0.205,0,1,0.215,1,1,2.605,0.598,0,0,0.288,1.185,409.82,0.112,-0.12,-0.111,0.452,0.062,0.246
732,-0.271841163,7.455902208,3.592030522,-3.592030522,1.669657318,3.863871685,0.129403883,-7.455902208,0.271841163,3.94865654,0.356626018,4.305282558,1.336597792,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
733,-0.271884701,7.455894044,3.592004671,-3.592004671,1.669625643,3.863889373,0.129403291,-7.455894044,0.271884701,3.948614151,0.356609479,4.30522363,1.336605956,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
734,-0.216568961,7.527030609,3.655230824,-3.655230824,1.725387819,3.871799785,0.129138909,-7.527030609,0.216568961,4.036978205,0.381747381,4.418725585,1.265469391,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
735,-0.27192824,7.455923977,3.591997868,-3.591997868,1.669603445,3.863926108,0.12940206,-7.455923977,0.27192824,3.948593143,0.356595275,4.305188418,1.336576023,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
736,-0.271873817,7.455894044,3.592010114,-3.592010114,1.669633054,3.86388393,0.129403473,-7.455894044,0.271873817,3.948623602,0.356613489,4.305237091,1.336605956,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
737,-0.263838231,7.460351304,3.598256536,-3.598256536,1.676221181,3.862094768,0.129463421,-7.460351304,0.263838231,3.958111295,0.359854758,4.317966053,1.332148696,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
738,-0.289634828,7.428404886,3.569385029,-3.569385029,1.650744225,3.859019857,0.129566579,-7.428404886,0.289634828,3.917814222,0.348429193,4.266243414,1.364095114,477.929,7.4022,10,2,0,195.614,-6.339,1.019,93.304,-2.735,1,1,1,0.242,0.105,1.238,-1.408,0,1,0,1,0,1,0,0.205,0,1,0.215,1,1,2.605,0.598,0,0,0.288,1.185,409.82,0.112,-0.12,-0.111,0.452,0.062,0.246
739,-0.312653121,7.391462418,3.539404649,-3.539404649,1.626064044,3.852057769,0.129800753,-7.391462418,0.312653121,3.877273589,0.337868941,4.21514253,1.401037582,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
740,-0.263625981,7.46022341,3.598298714,-3.598298714,1.676334297,3.861924695,0.129469122,-7.46022341,0.263625981,3.958224241,0.359925527,4.318149768,1.33227659,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
741,-0.263645029,7.460324093,3.598339532,-3.598339532,1.676346342,3.861984561,0.129467115,-7.460324093,0.263645029,3.958264179,0.359924647,4.318188825,1.332175907,477.929,7.4006,11,2,0,195.614,-6.317,1.014,93.236,-2.735,1,1,1,0.352,0.105,1.281,-1.513,0,1,0,1,0,1,0,0.316,0,1,0.234,1,1,2.584,0.57,0,0,0.288,0.536,410.17,0.143,-0.091,-0.087,0.481,0.002,0.192
742,-0.213929436,7.510839707,3.648455136,-3.648455136,1.723187403,3.862384571,0.129453707,-7.510839707,0.213929436,4.030213042,0.381757906,4.411970948,1.281660293,477.929,7.4022,10,2,0,195.614,-6.339,1.019,93.304,-2.735,1,1,1,0.242,0.105,1.238,-1.408,0,1,0,1,0,1,0,0.205,0,1,0.215,1,1,2.605,0.598,0,0,0.288,1.185,409.82,0.112,-0.12,-0.111,0.452,0.062,0.246
743,-0.28975728,7.428592646,3.569417683,-3.569417683,1.650708081,3.859174963,0.129561371,-7.428592646,0.28975728,3.917813793,0.34839611,4.266209903,1.363907354,477.929,7.4022,10,2,0,195.614,-6.339,1.019,93.304,-2.735,1,1,1,0.242,0.105,1.238,-1.408,0,1,0,1,0,1,0,0.205,0,1,0.215,1,1,2.605,0.598,0,0,0.288,1.185,409.82,0.112,-0.12,-0.111,0.452,0.062,0.246
744,-0.114797577,7.719239745,3.802221084,-3.802221084,1.845393962,3.917018661,0.127648103,-7.719239745,0.114797577,4.236131837,0.433910753,4.670042589,1.073260255,495.919,7.6978,10,2,0,199.78,-6.328,0.998,92.098,-2.735,1,1,1,0.275,0.095,1.203,-1.387,0,1,0,1,0,1,0,0.07,0,1,0.148,1,1,2.607,0.337,0,0,0.288,-0.489,414.21,-0.005,-0.008,-0.023,0.262,-0.153,0.119
745,-0.067318777,7.766051861,3.849366542,-3.849366542,1.891602409,3.916685319,0.127658967,-7.766051861,0.067318777,4.305871346,0.456504804,4.762376149,1.026448139,495.919,7.6978,10,2,0,199.78,-6.328,0.998,92.098,-2.735,1,1,1,0.275,0.095,1.203,-1.387,0,1,0,1,0,1,0,0.07,0,1,0.148,1,1,2.607,0.337,0,0,0.288,-0.489,414.21,-0.005,-0.008,-0.023,0.262,-0.153,0.119
746,-0.114803019,7.719291447,3.802244214,-3.802244214,1.845402953,3.917047233,0.127647172,-7.719291447,0.114803019,4.236155964,0.43391175,4.670067715,1.073208553,495.919,7.6978,10,2,0,199.78,-6.328,0.998,92.098,-2.735,1,1,1,0.275,0.095,1.203,-1.387,0,1,0,1,0,1,0,0.07,0,1,0.148,1,1,2.607,0.337,0,0,0.288,-0.489,414.21,-0.005,-0.008,-0.023,0.262,-0.153,0.119
747,-0.122386892,7.713571569,3.795592338,-3.795592338,1.838514238,3.917979231,0.127616807,-7.713571569,0.122386892,4.226057811,0.430465473,4.656523284,1.078928431,495.919,7.6978,10,2,0,199.78,-6.328,0.998,92.098,-2.735,1,1,1,0.275,0.095,1.203,-1.387,0,1,0,1,0,1,0,0.07,0,1,0.148,1,1,2.607,0.337,0,0,0.288,-0.489,414.21,-0.005,-0.008,-0.023,0.262,-0.153,0.119
748,-0.06927257,7.764821897,3.847774663,-3.847774663,1.889863586,3.917047233,0.127647172,-7.764821897,0.06927257,4.303381822,0.455607158,4.75898898,1.027678103,495.919,7.6978,10,2,0,199.78,-6.328,0.998,92.098,-2.735,1,1,1,0.275,0.095,1.203,-1.387,0,1,0,1,0,1,0,0.07,0,1,0.148,1,1,2.607,0.337,0,0,0.288,-0.489,414.21,-0.005,-0.008,-0.023,0.262,-0.153,0.119
749,-0.122414104,7.713601502,3.795593699,-3.795593699,1.838502149,3.918007803,0.127615877,-7.713601502,0.122414104,4.226049973,0.430456274,4.656506248,1.078898498,495.919,7.6978,10,2,0,199.78,-6.328,0.998,92.098,-2.735,1,1,1,0.275,0.095,1.203,-1.387,0,1,0,1,0,1,0,0.07,0,1,0.148,1,1,2.607,0.337,0,0,0.288,-0.489,414.21,-0.005,-0.008,-0.023,0.262,-0.153,0.119
750,-0.038305769,7.786860571,3.874277401,-3.874277401,1.91817333,3.91258317,0.127792811,-7.786860571,0.038305769,4.344384927,0.470107526,4.814492453,1.005639429,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
751,-0.038327539,7.786661927,3.874167194,-3.874167194,1.91810756,3.912494733,0.127795699,-7.786661927,0.038327539,4.344252998,0.470085804,4.814338802,1.005838073,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
752,-0.173939268,7.640168278,3.733114505,-3.733114505,1.783459445,3.907053773,0.127973667,-7.640168278,0.173939268,4.138398419,0.405283914,4.543682333,1.152331722,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
753,-0.065348657,7.75565703,3.845154186,-3.845154186,1.890448787,3.910502844,0.127860794,-7.75565703,0.065348657,4.301838736,0.45668455,4.758523286,1.03684297,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
754,-0.173963759,7.640154672,3.733095457,-3.733095457,1.783438761,3.907059216,0.127973489,-7.640154672,0.173963759,4.13836889,0.405273434,4.543642324,1.152345328,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
755,-0.092679988,7.712801481,3.810060746,-3.810060746,1.859790834,3.902740735,0.128115095,-7.712801481,0.092679988,4.252663799,0.442603053,4.695266852,1.079698519,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
756,-0.082987217,7.736146312,3.826579548,-3.826579548,1.872676938,3.909566764,0.127891408,-7.736146312,0.082987217,4.274662557,0.44808301,4.722745567,1.056353688,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
757,-0.005012377,7.813498007,3.904242815,-3.904242815,1.949618433,3.909255192,0.127901602,-7.813498007,0.005012377,4.390396739,0.486153924,4.876550663,0.979001993,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
758,-0.082987217,7.736053793,3.826533288,-3.826533288,1.872653819,3.909520505,0.127892922,-7.736053793,0.082987217,4.274610526,0.448077238,4.722687763,1.056446207,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
759,-0.17401274,7.640179163,3.733083212,-3.733083212,1.783410292,3.907095951,0.127972286,-7.640179163,0.17401274,4.138338892,0.40525568,4.543594572,1.152320837,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
760,-0.06542485,7.755559068,3.845067109,-3.845067109,1.890368428,3.910491959,0.12786115,-7.755559068,0.06542485,4.301713477,0.456646368,4.758359845,1.036940932,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
761,-0.17392022,7.640249913,3.733164846,-3.733164846,1.783493261,3.907085067,0.127972642,-7.640249913,0.17392022,4.138461317,0.405296471,4.543757788,1.152250087,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
762,-0.135252537,7.675810032,3.770278748,-3.770278748,1.819855072,3.905531284,0.128023555,-7.675810032,0.135252537,4.193185856,0.422907109,4.616092965,1.116689968,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
763,-0.077607483,7.742489336,3.832440927,-3.832440927,1.878186907,3.91004841,0.127875655,-7.742489336,0.077607483,4.283163421,0.450722495,4.733885916,1.050010664,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
764,-0.041949403,7.780797827,3.869424212,-3.869424212,1.913962358,3.911373615,0.127832329,-7.780797827,0.041949403,4.337596166,0.468171954,4.805768119,1.011702173,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
765,-0.061326783,7.768691386,3.853682302,-3.853682302,1.896658087,3.915009084,0.127713624,-7.768691386,0.061326783,4.312875373,0.459193072,4.772068445,1.023808614,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
766,-0.092119429,7.733996596,3.820938583,-3.820938583,1.865493894,3.913058013,0.127777303,-7.733996596,0.092119429,4.265095437,0.444156854,4.709252291,1.058503404,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
767,-0.180124465,7.636652539,3.728264037,-3.728264037,1.778220451,3.908388502,0.127929964,-7.636652539,0.180124465,4.130901032,0.402636995,4.533538028,1.155847461,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
768,-0.093787501,7.731008762,3.818610631,-3.818610631,1.863535696,3.912398131,0.127798855,-7.731008762,0.093787501,4.261890777,0.443280147,4.705170924,1.061491238,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
769,-0.180249638,7.63663077,3.728190566,-3.728190566,1.778126845,3.908440204,0.127928272,-7.63663077,0.180249638,4.130777153,0.402586587,4.533363741,1.15586923,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
770,-0.144145288,7.672435793,3.764145253,-3.764145253,1.812658161,3.90829054,0.12793317,-7.672435793,0.144145288,4.183267104,0.419121852,4.602388956,1.120064207,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
771,-0.087904353,7.743003636,3.827549641,-3.827549641,1.870809398,3.915453994,0.127699112,-7.743003636,0.087904353,4.274015968,0.446466326,4.720482294,1.049496364,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
772,-0.035930197,7.796256737,3.88016327,-3.88016327,1.922281367,3.916093467,0.12767826,-7.796256737,0.035930197,4.351874685,0.471711415,4.8235861,0.996243263,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
