ID,Afinidad electronica,Potencial de ionizacion,Electronegatividad,Potencial quimico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Absorción intestinal (humana),Permeabilidad de la piel,Sustrato de la glicoproteína P,Inhibidor de la P-glicoproteína I ,Inhibidor de la P-glicoproteína II,VDss (humano),Fracción no consolidada (humana),Permeabilidad BBB,Permeabilidad del SNC,Sustrato del CYP2D6,Sustrato del CYP3A4,Inhibidor de CYP1A2,Inhibidor de CYP2C19,Inhibidor de CYP2C9,Inhibidor de CYP2D6,Inhibidor de CYP3A4,Liquidación total,Sustrato renal de OCT2,Toxicidad AMES,Dosis máxima tolerada (humana),Inhibidor de hERG I,Inhibidor de hERG II,Toxicidad aguda oral en ratas (DL50),Toxicidad crónica oral en ratas (LOAEL),Hepatotoxicidad,Sensibilización cutánea,Toxicidad de T. Pyriformis,Toxicidad de los pececillos,Volumen, Ligando GPCR ,Modulador del canal iónico,Inhibidor de quinasa,Ligando del receptor nuclear,Inhibidor de proteasa,Inhibidor de enzima
986,-0.127872751,7.695146595,3.783636922,-3.783636922,1.829972256,3.911509673,0.127827883,-7.695146595,0.127872751,4.210729426,0.427092504,4.637821929,1.097353405,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
987,-0.125984266,7.695152037,3.784583886,-3.784583886,1.831329187,3.910568151,0.127858659,-7.695152037,0.125984266,4.212442149,0.427858263,4.640300412,1.097347963,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
988,-0.113981229,7.698450083,3.792234427,-3.792234427,1.840789554,3.906215656,0.128001125,-7.698450083,0.113981229,4.225183724,0.432949297,4.658133022,1.094049917,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
989,-0.197346687,7.61197706,3.707315187,-3.707315187,1.759971329,3.904661874,0.128052061,-7.61197706,0.197346687,4.101711656,0.39439647,4.496108126,1.18052294,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
990,-0.257002677,7.469165141,3.606081232,-3.606081232,1.683088195,3.863083909,0.129430272,-7.469165141,0.257002677,3.9690143,0.362933068,4.331947368,1.323334859,495.919,7.6978,10,2,0,199.78,-6.323,1.026,92.105,-2.735,1,1,1,0.315,0.1,1.226,-1.448,0,1,0,1,0,1,0,0.08,0,1,0.222,1,1,2.61,0.488,0,0,0.288,0.564,414.78,0.111,-0.117,-0.113,0.439,0.064,0.238
991,-0.256414907,7.466751472,3.605168283,-3.605168283,1.682889855,3.86158319,0.129480572,-7.466751472,0.256414907,3.968171895,0.363003612,4.331175507,1.325748528,495.919,7.6978,10,2,0,199.78,-6.323,1.026,92.105,-2.735,1,1,1,0.315,0.1,1.226,-1.448,0,1,0,1,0,1,0,0.08,0,1,0.222,1,1,2.61,0.488,0,0,0.288,0.564,414.78,0.111,-0.117,-0.113,0.439,0.064,0.238
992,-0.176064494,7.577897253,3.700916379,-3.700916379,1.766423732,3.876980873,0.128966331,-7.577897253,0.176064494,4.101504531,0.400588152,4.502092683,1.214602747,495.919,7.6978,10,2,0,199.78,-6.323,1.026,92.105,-2.735,1,1,1,0.315,0.1,1.226,-1.448,0,1,0,1,0,1,0,0.08,0,1,0.222,1,1,2.61,0.488,0,0,0.288,0.564,414.78,0.111,-0.117,-0.113,0.439,0.064,0.238
993,-0.182554461,7.568492924,3.692969231,-3.692969231,1.75950695,3.875523692,0.129014822,-7.568492924,0.182554461,4.090432027,0.397462796,4.487894823,1.224007076,495.919,7.6978,10,2,0,199.78,-6.323,1.026,92.105,-2.735,1,1,1,0.315,0.1,1.226,-1.448,0,1,0,1,0,1,0,0.08,0,1,0.222,1,1,2.61,0.488,0,0,0.288,0.564,414.78,0.111,-0.117,-0.113,0.439,0.064,0.238
994,-0.18245922,7.568454827,3.692997804,-3.692997804,1.759564445,3.875457024,0.129017042,-7.568454827,0.18245922,4.090495475,0.397497672,4.487993147,1.224045173,495.919,7.6978,10,2,0,199.78,-6.323,1.026,92.105,-2.735,1,1,1,0.315,0.1,1.226,-1.448,0,1,0,1,0,1,0,0.08,0,1,0.222,1,1,2.61,0.488,0,0,0.288,0.564,414.78,0.111,-0.117,-0.113,0.439,0.064,0.238
995,-0.256771379,7.470552933,3.606890777,-3.606890777,1.683591959,3.863662156,0.129410901,-7.470552933,0.256771379,3.969995117,0.36310434,4.333099457,1.321947067,495.919,7.6978,10,2,0,199.78,-6.323,1.026,92.105,-2.735,1,1,1,0.315,0.1,1.226,-1.448,0,1,0,1,0,1,0,0.08,0,1,0.222,1,1,2.61,0.488,0,0,0.288,0.564,414.78,0.111,-0.117,-0.113,0.439,0.064,0.238
996,-0.021461789,7.820861466,3.899699838,-3.899699838,1.939177758,3.921161627,0.127513234,-7.820861466,0.021461789,4.379172881,0.479473043,4.858645924,0.971638534,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
997,-0.020218219,7.823707799,3.90174479,-3.90174479,1.940815399,3.921963009,0.127487179,-7.823707799,0.020218219,4.38193317,0.48018838,4.862121551,0.968792201,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
998,-0.122313421,7.716507701,3.79709714,-3.79709714,1.839300383,3.919410561,0.127570203,-7.716507701,0.122313421,4.227775273,0.430678133,4.658453406,1.075992299,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
999,-0.035209089,7.807568599,3.886179755,-3.886179755,1.925643399,3.921388844,0.127505845,-7.807568599,0.035209089,4.358906882,0.472727127,4.83163401,0.984931401,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
1000,-0.120495686,7.721876549,3.800690432,-3.800690432,1.841948753,3.921186118,0.127512438,-7.721876549,0.120495686,4.232442233,0.431751802,4.664194035,1.070623451,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
1001,-0.086660783,7.75054397,3.831941594,-3.831941594,1.873598667,3.918602376,0.127596513,-7.75054397,0.086660783,4.279394761,0.447453167,4.726847928,1.04195603,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
1002,-0.039802407,7.804414775,3.882306184,-3.882306184,1.92145385,3.922108591,0.127482447,-7.804414775,0.039802407,4.352870516,0.470564332,4.823434848,0.988085225,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
1003,0.014267042,7.856884182,3.935575612,-3.935575612,1.974947281,3.92130857,0.127508456,-7.856884182,-0.014267042,4.432898658,0.497323046,4.930221705,0.935615818,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
1004,-0.039696282,7.804422938,3.882363328,-3.882363328,1.921534412,3.92205961,0.127484039,-7.804422938,0.039696282,4.352973527,0.470610199,4.823583726,0.988077062,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
1005,-0.122253555,7.716602941,3.797174693,-3.797174693,1.839367216,3.919428248,0.127569627,-7.716602941,0.122253555,4.227883093,0.4307084,4.658591494,1.075897059,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
1006,-0.035206368,7.807527782,3.886160707,-3.886160707,1.925635212,3.921367075,0.127506553,-7.807527782,0.035206368,4.35888645,0.472725743,4.831612194,0.984972218,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,0.001,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.099,-0.1,-0.143,0.368,0.056,0.24
1007,-0.120531061,7.721748655,3.800608797,-3.800608797,1.841891357,3.921139858,0.127513942,-7.721748655,0.120531061,4.232338238,0.431729441,4.664067678,1.070751345,513.909,7.995,9,2,0,203.945,-6.295,1.039,90.974,-2.735,1,1,1,0.279,0.096,1.172,-1.382,0,1,0,1,0,1,0,-0.164,0,1,0.212,1,1,2.634,0.406,0,0,0.288,0.591,419.38,0.106,-0.113,-0.105,0.426,0.058,0.232
1008,-0.093923559,7.736089168,3.821082805,-3.821082805,1.864706267,3.915006363,0.127713713,-7.736089168,0.093923559,4.264623464,0.44354066,4.708164124,1.056410832,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1009,-0.025135355,7.817054563,3.895959604,-3.895959604,1.935492687,3.921094959,0.127515402,-7.817054563,0.025135355,4.373609359,0.477649755,4.851259114,0.975445437,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1010,-0.025219711,7.817098101,3.895939195,-3.895939195,1.935440845,3.921158906,0.127513322,-7.817098101,0.025219711,4.373555306,0.477616111,4.851171416,0.975401899,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1011,-0.049062515,7.769213849,3.860075667,-3.860075667,1.905814461,3.909138182,0.12790543,-7.769213849,0.049062515,4.324494567,0.4644189,4.788913468,1.023286151,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1012,-0.074603323,7.752378032,3.838887355,-3.838887355,1.882853102,3.913490677,0.127763176,-7.752378032,0.074603323,4.291483114,0.452595759,4.744078873,1.040121968,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1013,0.030662031,7.86342585,3.947043941,-3.947043941,1.988973015,3.91638191,0.127668856,-7.86342585,-0.030662031,4.452042724,0.504998783,4.957041507,0.92907415,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1014,-0.074567947,7.75232633,3.838879191,-3.838879191,1.882866041,3.913447139,0.127764598,-7.75232633,0.074567947,4.29148653,0.452607338,4.744093868,1.04017367,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1015,-0.074475428,7.752367147,3.83894586,-3.83894586,1.882943878,3.913421288,0.127765442,-7.752367147,0.074475428,4.291594469,0.452648609,4.744243078,1.040132853,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1016,0.030422569,7.863602726,3.947012647,-3.947012647,1.988835763,3.916590078,0.127662071,-7.863602726,-0.030422569,4.451915847,0.5049032,4.956819047,0.928897274,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1017,-0.074646861,7.752282791,3.838817965,-3.838817965,1.882797473,3.913464826,0.12776402,-7.752282791,0.074646861,4.291389559,0.452571594,4.743961152,1.040217209,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1018,-0.106231365,7.714102195,3.803935415,-3.803935415,1.850295071,3.91016678,0.127871784,-7.714102195,0.106231365,4.241033626,0.437098211,4.678131837,1.078397805,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1019,-0.103975524,7.720268344,3.80814641,-3.80814641,1.853467163,3.912121934,0.127807877,-7.720268344,0.103975524,4.246555609,0.438409199,4.684964808,1.072231656,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1020,-0.104119745,7.720252017,3.808066136,-3.808066136,1.853358728,3.912185881,0.127805788,-7.720252017,0.104119745,4.246415031,0.438348895,4.684763926,1.072247983,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1021,-0.125516226,7.687706943,3.781095359,-3.781095359,1.829805933,3.906611585,0.127988153,-7.687706943,0.125516226,4.20868006,0.427584702,4.636264762,1.104793057,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1022,-0.024493161,7.793693404,3.884600121,-3.884600121,1.930130213,3.909093283,0.127906899,-7.793693404,0.024493161,4.361066935,0.476466813,4.837533748,0.998806596,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1023,-0.125410101,7.687938242,3.78126407,-3.78126407,1.829939911,3.906674171,0.127986102,-7.687938242,0.125410101,4.208906218,0.427642147,4.636548365,1.104561758,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1024,-0.050088392,7.772566318,3.861238963,-3.861238963,1.905896001,3.911327355,0.127833841,-7.772566318,0.050088392,4.325431402,0.464192439,4.789623841,1.019933682,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1025,-0.041535786,7.78129852,3.869881367,-3.869881367,1.914393327,3.911417153,0.127830906,-7.78129852,0.041535786,4.338261155,0.468379788,4.806640943,1.01120148,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1026,-0.041633748,7.781151578,3.869758915,-3.869758915,1.914284163,3.911392663,0.127831707,-7.781151578,0.041633748,4.338087703,0.468328788,4.806416492,1.011348422,513.909,7.9918,11,2,0,203.945,-6.319,1.019,91.022,-2.735,1,1,1,-0.241,0.111,1.306,-1.56,0,1,0,1,0,0,1,0.082,0,1,0.303,0,1,2.455,0.386,1,0,0.285,-3.745,420.08,0.091,-0.104,-0.147,0.373,-0.038,0.162
1027,-0.106068096,7.714055936,3.80399392,-3.80399392,1.850401565,3.910062016,0.12787521,-7.714055936,0.106068096,4.241156277,0.437162357,4.678318633,1.078444064,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1028,-0.104168726,7.720200315,3.808015794,-3.808015794,1.853310371,3.91218452,0.127805833,-7.720200315,0.104168726,4.246341333,0.438325539,4.684666872,1.072299685,513.909,7.9934,10,2,0,203.945,-6.337,1.024,91.091,-2.735,1,1,1,-0.347,0.112,1.263,-1.455,0,1,0,1,0,0,1,0.024,0,0,0.284,0,1,2.481,0.42,1,0,0.285,-3.097,419.73,0.064,-0.131,-0.174,0.345,0.022,0.212
1029,-0.104166005,7.72016494,3.807999467,-3.807999467,1.853303503,3.912165472,0.127806455,-7.72016494,0.104166005,4.24632392,0.438324453,4.684648373,1.07233506,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,-0.045,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.058,-0.143,-0.176,0.358,0.014,0.203
1030,-0.073844119,7.744614562,3.835385222,-3.835385222,1.881467998,3.909229341,0.127902447,-7.744614562,0.073844119,4.287814276,0.452429054,4.74024333,1.047885438,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,-0.045,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.058,-0.143,-0.176,0.358,0.014,0.203
1031,-0.088075786,7.73989335,3.825908782,-3.825908782,1.869907476,3.913984568,0.127747055,-7.73989335,0.088075786,4.272109938,0.446201156,4.718311094,1.05260665,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,-0.045,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.058,-0.143,-0.176,0.358,0.014,0.203
1032,-0.116228907,7.719871054,3.801821074,-3.801821074,1.844520048,3.918049981,0.127614503,-7.719871054,0.116228907,4.235186832,0.433365759,4.668552591,1.072628946,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,-0.045,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.058,-0.143,-0.176,0.358,0.014,0.203
1033,0.048469302,7.825073821,3.936771562,-3.936771562,1.992922527,3.88830226,0.128590826,-7.825073821,-0.048469302,4.44734609,0.510574528,4.957920618,0.967426179,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,-0.045,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.058,-0.143,-0.176,0.358,0.014,0.203
1034,-0.08027422,7.756669301,3.838197541,-3.838197541,1.879783913,3.918471761,0.127600766,-7.756669301,0.08027422,4.288691654,0.450494113,4.739185767,1.035830699,513.909,7.9934,10,2,0,203.945,-6.404,1.028,91.049,-2.734,1,1,1,0.055,0.101,1.227,-1.479,0,1,0,1,0,1,0,-0.045,0,1,0.251,0,1,2.593,0.182,0,0,0.286,-1.485,419.73,0.058,-0.143,-0.176,0.358,0.014,0.203
1035,-0.11581257,7.720064257,3.802125844,-3.802125844,1.844868322,3.917938413,0.127618137,-7.720064257,0.11581257,4.235673545,0.433547702,4.669221247,1.072435743,513.909,7.9934,9,2,0,203.945,-6.403,1.009,91.052,-2.735,1,1,1,0.134,0.093,1.191,-1.333,0,1,0,1,0,1,0,-0.105,0,1,0.142,0,1,2.644,0.112,1,0,0.287,-0.971,419.17,-0.057,-0.062,-0.082,0.2,-0.112,0.078
1036,-0.058442353,7.775646671,3.858602159,-3.858602159,1.900515883,3.917044512,0.12764726,-7.775646671,0.058442353,4.319447527,0.460845368,4.780292895,1.016853329,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
1037,-0.116362244,7.719715948,3.801676852,-3.801676852,1.844385231,3.918039096,0.127614857,-7.719715948,0.116362244,4.234978544,0.433301692,4.668280236,1.072784052,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
1038,-0.149198482,7.670789492,3.760795505,-3.760795505,1.808645087,3.909993987,0.127877435,-7.670789492,0.149198482,4.177792088,0.416996583,4.594788671,1.121710508,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
1039,-0.172069831,7.650497801,3.739213985,-3.739213985,1.787357027,3.911283816,0.127835264,-7.650497801,0.172069831,4.145874496,0.406660511,4.552535008,1.142002199,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
1040,-0.08332464,7.749199717,3.832937538,-3.832937538,1.87569288,3.916262179,0.12767276,-7.749199717,0.08332464,4.281694422,0.448756884,4.730451306,1.043300283,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
1041,-0.120346022,7.709634051,3.794644014,-3.794644014,1.838998703,3.914990036,0.127714246,-7.709634051,0.120346022,4.225694465,0.43105045,4.656744915,1.082865949,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
1042,-0.062194833,7.767227402,3.852516285,-3.852516285,1.895654785,3.914711117,0.127723345,-7.767227402,0.062194833,4.311251817,0.458735532,4.769987349,1.025272598,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
1043,-0.120261666,7.709685753,3.794712043,-3.794712043,1.839072311,3.914973709,0.127714778,-7.709685753,0.120261666,4.225800046,0.431088003,4.656888049,1.082814247,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
1044,-0.059993415,7.766898142,3.853452364,-3.853452364,1.897189326,3.913445778,0.127764642,-7.766898142,0.059993415,4.31309623,0.459643867,4.772740097,1.025601858,513.909,7.9934,11,2,0,203.945,-6.443,0.983,91.034,-2.735,1,1,1,0.069,0.104,1.261,-1.462,0,1,0,1,0,1,0,0.05,0,1,0.138,1,1,2.639,0.108,1,0,0.286,-1.067,419.73,-0.048,-0.051,-0.077,0.233,-0.177,0.023
